ean,pasillo,rubro,subrubro,descripcion,marca,imagen_url,nombre_supertop
7790045827740,Alimentos,Galletas y Tostadas,Galletitas Saladas,GALLETITAS GRANIX SIN SAL 200GR X 3UN,Granix,https://supertopar.vteximg.com.br/arquivos/ids/161163/168413.jpg,Galletitas Granix Sin Sal 200gr x 3un
7790060007967,Frescos y Congelados,Congelados,Vegetales,CHOCLO GRANJA DEL SOL X 300GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162349/811157.jpg,ChocloGranja del Sol x 300gr
7790064000230,Perfumeria,Cuidado Personal,Algodón e Hisopos,ALGODON ESTRELLA PREMIUM X75GR,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/157939/503054.jpg,Algodon Estrella Premium x 75gr
7790064000247,Perfumeria,CuidadoPersonal,Algodón e Hisopos,ALGODON ESTRELLA PREMIUM X 150GR,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/158119/503055.jpg,Algodon Estrella Premium x 150gr
7790064001565,Perfumeria,Cuidado Personal,Alcohol y Apositos,ALCOHOL ETILICO ESTRELLA X 500CC,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/157310/510029.jpg,AlcoholEtilico Estrella x 500cc
7790064001701,Perfumeria,Cuidado Personal,Algodón e Hisopos,ALGODON ESTRELLA SUPERX 100GR,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/157936/503004.jpg,Algodon Estrella Super x 100gr
7790064001718,Perfumeria,CuidadoPersonal,Algodón e Hisopos,ALGODON ESTRELLA SUPER X 200GR,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/157937/503005.jpg,Algodon Estrella Super x 200gr
7790064004573,Perfumeria,Jabones,Jabon Tocador,JABON ESTRELLA COCO FLORAL X 100GR,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/157884/546085.jpg,Jabon Estrella Coco Floral x 100gr
7790064104846,Perfumeria,Cuidado Personal,"Lociones, Colonias y Aceites",OLEO LIMPIADOR ESTRELLAX 250CC,Estrella,https://supertopar.vteximg.com.br/arquivos/ids/157402/514347.jpg,Oleo Limpiador Estrella x 250cc
7790070035974,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MILANESA DE SOJA GRANJA DEL SOL CASERA X 660GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162002/811319.jpg,Milanesa de Soja Granja del Sol Casera x 660gr
7790070036001,Frescos y Congelados,Congelados,Vegetales,MILANESA DE ARROZ GRANJA DEL SOL CON VEGETALES 4U X 330GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162001/811318.jpg,Milanesa de Arroz Granja del Sol con Vegetales 4u x 330gr
7790070036025,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MILANESA DE VEGETALES GRANJA DEL SOL X 320GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162354/827029.jpg,Milanesa deVegetales Granja del Sol x 320gr
7790070036056,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MILANESA DE SOJA GRANJA DEL SOL RELLENAS NAPOLITANA X 380GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162003/811320.jpg,Milanesa de Soja Granja del Sol Rellenas Napolitana x 380gr
7790070036117,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MEDALLONPOLLO LUCCHETTI X 280GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/162010/811327.jpg,Medallon Pollo Lucchetti x 280gr
7790070036223,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MILANESA DE SOJA LUCCHETTI X 290GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/162009/811326.jpg,Milanesa de Soja Lucchetti x 290gr
7790070036230,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MEDALLON QUINOA ESPINACA GRANJA DEL SOL X 440GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162365/827046.jpg,Medallon Quinoa Espinaca Granja del Sol x 440gr
7790070036261,Frescos y Congelados,Congelados,Hamburguesas y Milanesas,MEDALLON ARROZ-CEBOLLA CARAMELIZADA GRANJA DEL SOL X440GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162368/827049.jpg,Medallon Arroz-cebolla Caramelizada Granja del Sol X440gr
7790070036308,Frescos y Congelados,Congelados,Vegetales,BROCOLI GRANJA DEL SOL X 400GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162355/827036.jpg,Brocoli Granja del Sol x 400gr
7790070036384,Frescos y Congelados,Congelados,Vegetales,ARVEJAS GRANJA DEL SOL X 300GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162358/827039.jpg,Arvejas Granjadel Sol x 300gr
7790070036391,Frescos y Congelados,Congelados,Vegetales,ENSALADA MIX PRIMAVERA GRANJA DEL SOL X 400GR,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162359/827040.jpg,Ensalada Mix Primavera Granja del Sol x 400gr
7790070036520,Frescos y Congelados,Congelados,Pescados,medallones merluzagranja del sol x 450gr,Granja Del Sol,https://supertopar.vteximg.com.br/arquivos/ids/162398/828008.jpg,Medallones Merluza Granja del Sol x 450gr
7790070040022,Frescos y Congelados,Congelados,Pizzas,PIZZA SIBARITA MOZZARELLA XL X 680GR,Sibarita,https://supertopar.vteximg.com.br/arquivos/ids/162402/829006.jpg,Pizza Sibarita Mozzarella Xl x 680gr
7790070040046,Frescos y Congelados,Congelados,Pizzas,PIZZA SIBARITA MOZZARELLA Y JAMON X 530GR,Sibarita,https://supertopar.vteximg.com.br/arquivos/ids/162403/829007.jpg,Pizza Sibarita Mozzarella y Jamon x 530gr
7790070265098,Alimentos,"Aceites, Vinagres yAcetos",Aceites,ACEITE COCINERO OLIVA EXTRA VIRGEN X 500CC,Cocinero,https://supertopar.vteximg.com.br/arquivos/ids/159342/101355.jpg,Aceite Cocinero Oliva Extra Virgen x 500cc
7790070265340,Alimentos,"Aceites, Vinagres y Acetos",Aceites,ACEITE FRITOLIM MANTECA X 120GR,Fritolim,https://supertopar.vteximg.com.br/arquivos/ids/159345/101362.jpg,Aceite Fritolim Manteca x 120gr
7790070265357,Alimentos,"Aceites, Vinagres y Acetos",Aceites,ACEITE FRITOLIM OLIVA X 120GR,Fritolim,https://supertopar.vteximg.com.br/arquivos/ids/159346/101363.jpg,AceiteFritolim Oliva x 120gr
7790070265470,Alimentos,Mayonesas y Aderezos,Salsas Especiales,salsa soja cocinero x 500cc,Cocinero,https://supertopar.vteximg.com.br/arquivos/ids/165222/140144.jpg,Salsa Soja Cocinerox 500cc
7790070318312,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO NIDO FETTUCCINE X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159940/121647.jpg,Fideos Matarazzo Nido Fettuccine x 500gr
7790070318343,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOSLUCCHETTI CODITOS X 500GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/159933/121614.jpg,Fideos Lucchetti Coditos x 500gr
7790070318350,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS LUCCHETTI MOÑOS X 500GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/159941/121648.jpg,Fideos Lucchetti Moños x 500gr
7790070318619,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZOCODITO X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159935/121622.jpg,Fideos Matarazzo Codito x 500gr
7790070318671,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO FETUCCINE X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159934/121619.jpg,Fideos Matarazzo Fetuccine x 500gr
7790070318855,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS LUCCHETTIMUNICIONES X 500GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/159981/121843.jpg,Fideos Lucchetti Municiones x 500gr
7790070320025,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO DEDALITOS X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159939/121645.jpg,Fideos Matarazzo Dedalitos x 500gr
7790070320032,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO MUNICIONES X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159938/121644.jpg,Fideos Matarazzo Municiones x 500gr
7790070320117,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,LUCCHETTINI CARNE X 500GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/165685/121652.jpg,Lucchettini Carne x 500gr
7790070320155,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS LUCCHETTI CABELLO DE ANGEL X 500GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/159945/121661.jpg,Fideos Lucchetti Cabello de Angel x 500gr
7790070320322,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS FAVORITA CODITO X 500GR,Favorita,https://supertopar.vteximg.com.br/arquivos/ids/159949/121673.jpg,Fideos Favorita Codito x 500gr
7790070321435,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS FAVORITA DEDALITOS X 500GR,Favorita,https://supertopar.vteximg.com.br/arquivos/ids/159951/121699.jpg,Fideos Favorita Dedalitos x 500gr
7790070335616,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS DON FELIPE SPAGHETTI X 500GR,DonFelipe,https://supertopar.vteximg.com.br/arquivos/ids/159988/121850.jpg,Fideos Don Felipe Spaghetti x 500gr
7790070335623,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS DON FELIPE TALLARIN X 500GR,Don Felipe,https://supertopar.vteximg.com.br/arquivos/ids/159989/121851.jpg,Fideos Don Felipe Tallarin x 500gr
7790070335647,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS DON FELIPE TIRABUZON X 500GR,Don Felipe,https://supertopar.vteximg.com.br/arquivos/ids/159990/121852.jpg,Fideos Don Felipe Tirabuzon x 500gr
7790070335937,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO 3 VEGETALES TIRABUZON X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159977/121838.jpg,Fideos Matarazzo 3 Vegetales Tirabuzon x 500gr
7790070335975,Alimentos,"Arroz, Legumbres yPastas",Pastas y Fideos,FIDEOS MATARAZZO INTEGRAL SPAGHETTI X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159997/121862.jpg,Fideos Matarazzo Integral Spaghetti x 500gr
7790070335982,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO LIBRE DE GLUTEN TIRABUZON X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/160002/121868.jpg,Fideos Matarazzo Libre de Gluten Tirabuzon x 500gr
7790070336200,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS MATARAZZO PENNE RIGATTI N45 X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159996/121861.jpg,Fideos Matarazzo Penne Rigatti N45 x 500gr
7790070336224,Alimentos,"Arroz, Legumbres yPastas",Pastas y Fideos,FIDEOS MATARAZZO LIBRE DE GLUTEN MIX LEGUMBRES X 500GR,Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/160004/121870.jpg,Fideos Matarazzo Libre de Gluten Mix Legumbres x 500gr
7790070336583,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS DON VICENTE MOÑOS X 500GR,Don Vicente,https://supertopar.vteximg.com.br/arquivos/ids/159985/121847.jpg,Fideos Don Vicente Moños x 500gr
7790070336637,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS RINA MATARAZZO RIGATTI X 500GR,Rina Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159992/121856.jpg,Fideos Rina Matarazzo Rigatti x 500gr
7790070336668,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS RINA MATARAZZO SPAGHETTI MORRON X 500GR,Rina Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159995/121859.jpg,Fideos Rina Matarazzo Spaghetti Morronx 500gr
7790070336675,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS RINA MATARAZZO SPAGHETTI ESPINACA X 500GR,Rina Matarazzo,https://supertopar.vteximg.com.br/arquivos/ids/159993/121857.jpg,Fideos Rina Matarazzo Spaghetti Espinaca x 500gr
7790070336972,Alimentos,"Harinas, Avenas y Premezclas",Avenas y Semolas,VITINA LUCCHETTI CLASICA X 250GR,Vitina,https://supertopar.vteximg.com.br/arquivos/ids/160604/151279.jpg,Vitina Lucchetti Clasica x 250gr
7790070336989,Alimentos,"Harinas, Avenas y Premezclas",Avenas y Semolas,VITINA LUCCHETTI ESPINACA X 250GR,Vitina,https://supertopar.vteximg.com.br/arquivos/ids/160605/151280.jpg,Vitina Lucchetti Espinaca x 250gr
7790070336996,Alimentos,"Harinas, Avenas y Premezclas",Avenasy Semolas,VITINA LUCCHETTI VEGETALES X 250GR,Vitina,https://supertopar.vteximg.com.br/arquivos/ids/160606/151281.jpg,Vitina Lucchetti Vegetales x 250gr
7790070337207,Alimentos,"Arroz, Legumbres y Pastas",Pastas yFideos,FIDEOS DON VICENTE FETTUCCINE MORRON X 500GR,Don Vicente,https://supertopar.vteximg.com.br/arquivos/ids/160034/121921.jpg,Fideos Don Vicente Fettuccine Morron x 500gr
7790070337214,Alimentos,"Arroz, Legumbres y Pastas",Pastas y Fideos,FIDEOS DON VICENTE FETTUCCINE ZAPALLO X 500GR,Don Vicente,https://supertopar.vteximg.com.br/arquivos/ids/160032/121919.jpg,Fideos Don Vicente Fettuccine Zapallo x 500gr
7790070416544,Alimentos,Producción de Repositeria-Panaderia,Bizcochuelos,bizcochuelo exquisita vainilla argentina x 635gr,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/165455/108209.jpg,Bizcochuelo Exquisita Vainilla Argentina x 635gr
7790070416872,Alimentos,"Chocolates, Alfajores y Golosinas",Alfajores,ALFAJOR CHOCOARROZ FRUTILLA X 6UN,Chocoarroz,https://supertopar.vteximg.com.br/arquivos/ids/165694/166254.jpg,Alfajor Chocoarroz Frutilla x 6un
7790070417152,Alimentos,Copetin,Snack Saludable,GALLETITAS GALLO SNACKS PIZZA X 100GR,Gallo Snacks,https://supertopar.vteximg.com.br/arquivos/ids/165690/117948.jpg,Galletitas Gallo Snacks Pizza x 100gr
7790070417183,Alimentos,Copetin,Snack Saludable,GALLETITAS GALLO SNACKS JAMON X 100GR,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159796/117951.jpg,Galletitas Gallo Snacks Jamon x 100gr
7790070417213,Alimentos,Copetin,Snack Saludable,GALLETITAS GALLO SNACKS QUESO X 100GR,Gallo Snacks,https://supertopar.vteximg.com.br/arquivos/ids/165691/117946.jpg,Galletitas Gallo Snacks Queso x 100gr
7790070417572,Alimentos,"Chocolates, Alfajores y Golosinas",Obleas,OBLEA DE ARROZ GALLO SNACK X 6UN,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/165698/166227.jpg,Oblea de Arroz Gallo Snack x 6un
7790070418227,Alimentos,"Chocolates, Alfajores y Golosinas",Alfajores,ALFAJOR CHOCOARROZ DULCE DE LECHE X 6UN,Chocoarroz,https://supertopar.vteximg.com.br/arquivos/ids/165697/166223.jpg,Alfajor Chocoarroz Dulce de Leche x 6un
7790070418265,Alimentos,"Chocolates, Alfajores y Golosinas",Alfajores,ALFAJOR CHOCOARROZ LIMON X 6UN,Chocoarroz,https://supertopar.vteximg.com.br/arquivos/ids/165696/166225.jpg,Alfajor Chocoarroz Limon x 6un
7790070418340,Alimentos,"Chocolates, Alfajores y Golosinas",Alfajores,ALFAJOR CHOCOARROZ MARROC X 6UN,Chocoarroz,https://supertopar.vteximg.com.br/arquivos/ids/165695/166226.jpg,AlfajorChocoarroz Marroc x 6un
7790070418463,Alimentos,Galletas y Tostadas,Tostadas y Grisines,BIZCOCHOS ARROZ GALLO SALADAS X 100GR,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/161288/169962.jpg,Bizcochos Arroz Gallo Saladas x 100gr
7790070431295,Alimentos,Producción de Repositeria-Panaderia,Postres y Helados,HELADO EXQUISITA CHOCOLATE X 55GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/160145/127164.jpg,Helado Exquisita Chocolate x 55gr
7790070431523,Alimentos,"Arroz, Legumbres y Pastas",Arroz,ARROZ GALLO RISOTTO CHAMPIGNONES X 240GR,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159502/105264.jpg,Arroz Gallo Risotto Champignones x 240gr
7790070431578,Alimentos,"Arroz, Legumbres y Pastas",Arroz,ARROZ GALLO DOBLE CAROLINA X 1KG,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159485/105255.jpg,Arroz GalloDoble Carolina x 1kg
7790070431585,Alimentos,"Arroz, Legumbres y Pastas",Arroz,ARROZ GALLO INTEGRAL ESTUCHE X 1KG,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159500/105280.jpg,Arroz Gallo Integral Estuche x 1kg
7790070431738,Alimentos,"Arroz, Legumbres y Pastas",Arroz,ARROZ GALLO RISOTTO ESPAÑOLA X 240GR,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159495/105268.jpg,Arroz Gallo Risotto Española x 240gr
7790070431745,Alimentos,"Arroz, Legumbres y Pastas",Arroz,ARROZ GALLO RISOTTO PRIMAVERA X 240GR,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159494/105267.jpg,Arroz Gallo Risotto Primavera x 240gr
7790070432261,Alimentos,"Arroz, Legumbres y Pastas",Arroz,ARROZ GALLO PREPARADO CUATRO QUESOS X 240GR,Gallo,https://supertopar.vteximg.com.br/arquivos/ids/159487/105259.jpg,Arroz Gallo Preparado Cuatro Quesos x 240gr
7790070432452,Alimentos,Producción de Repositeria-Panaderia,Flanes y Gelatinas,GELATINA EXQUISITA LIGHT CEREZA X 25GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/160090/125303.jpg,Gelatina Exquisita Light Cereza x 25gr
7790070432476,Alimentos,Producción de Repositeria-Panaderia,Flanes y Gelatinas,GELATINA EXQUISITA LIGHT DURAZNO X 25GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/160091/125304.jpg,Gelatina Exquisita Light Durazno x 25gr
7790070432865,Alimentos,Producción de Repositeria-Panaderia,Premezclas,LEMONIES EXQUISITA X 425GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/159530/108193.jpg,Lemonies Exquisita x 425gr
7790070432940,Alimentos,Producción de Repositeria-Panaderia,Bizcochuelos,BIZCOCHUELO EXQUISITA LIBRE DE GLUTEN CHOCOLATE X 450GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/159534/108197.jpg,Bizcochuelo Exquisita Libre de Gluten Chocolate x 450gr
7790070432957,Alimentos,Producción de Repositeria-Panaderia,Premezclas,BROWNIE EXQUISITA LIBRE DE GLUTEN SACHET X 400GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/159538/108206.jpg,Brownie Exquisita Libre de Gluten Sachet x 400gr
7790070433015,Alimentos,Infusiones,Cacao,CACAO EXQUISITA X 150GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/159549/109178.jpg,Cacao Exquisita x 150gr
7790070433022,Alimentos,Infusiones,Cacao,CACAO EXQUISITA X 300GR,Exquisita,https://supertopar.vteximg.com.br/arquivos/ids/159548/109177.jpg,Cacao Exquisita x 300gr
7790070433183,Alimentos,Rebosadores,Rebozadores,REBOZADOR PREFERIDO X 500GR,Preferido,https://supertopar.vteximg.com.br/arquivos/ids/160256/135054.jpg,Rebozador Preferido x 500gr
7790070433220,Alimentos,Rebosadores,Rebozadores,REBOZADORPREFERIDO HORNO X 500GR,Preferido,https://supertopar.vteximg.com.br/arquivos/ids/160258/135056.jpg,RebozadorPreferido Horno x 500gr
7790070433237,Alimentos,Rebosadores,Pan Rallado,PAN RALLADO PREFERIDO AJO Y PEREJIL X 500GR,Preferido,https://supertopar.vteximg.com.br/arquivos/ids/160257/135055.jpg,Pan Rallado Preferido Ajo y Perejil x 500gr
7790070433268,Alimentos,Rebosadores,Rebozadores,REBOZADOR PREFERIDO CRUNCH X 900GR,Preferido,https://supertopar.vteximg.com.br/arquivos/ids/156578/135058.jpg,Rebozador Preferido Crunch x 900gr
7790070433282,Alimentos,Rebosadores,Pan Rallado,PAN RALLADO LUCCHETTI X 1KG,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/156579/135060.jpg,Pan Rallado Lucchetti x 1kg
7790070562043,Alimentos,"Harinas, Avenas y Premezclas",Premezclas,PREMEZCLA LUCCHETTI ÑOQUIS X 500GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/160125/126150.jpg,Premezcla Lucchetti ñoquis x 500gr
7790070562128,Alimentos,"Harinas, Avenas yPremezclas",Premezclas,PREMEZCLA LUCCHETTI PIZZA X 850GR,Lucchetti,https://supertopar.vteximg.com.br/arquivos/ids/160131/126156.jpg,Premezcla Lucchetti Pizza x 850gr
7790070621825,Frescos y Congelados,Pastas Frescas,Fideos y Ñoquis,ÑOQUIS LA SALTEÑA X 900GR,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161921/805295.jpg,Ñoquis laSalteña x 900gr
7790070621849,Frescos y Congelados,Pastas Frescas,Pastas Rellenas,RAVIOLES LA SALTEÑA RICOTA X 450GR,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161922/805296.jpg,Ravioles la Salteña Ricota x 450gr
7790070621887,Frescos y Congelados,Pastas Frescas,Pastas Rellenas,RAVIOLES LA SALTEÑA CARNEY VERDURA X 450GR,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161926/805300.jpg,Ravioles la Salteña Carne y Verdura x 450gr
7790070621894,Frescos y Congelados,Pastas Frescas,Pastas Rellenas,RAVIOLES LA SALTEÑA ESPINACA Y MUZZARELA X 450GR,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161927/805301.jpg,Ravioles la Salteña Espinaca y Muzzarela x 450gr
7790070621955,Frescos y Congelados,Pastas Frescas,Tapas para Pascualinas y Empanadas,TAPA EMPANADAS LA SALTEÑA FREIR X 12UN,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161935/805310.jpg,Tapa Empanadas la Salteña Freir x12un
7790070622006,Frescos y Congelados,Pastas Frescas,Tapas para Pascualinas y Empanadas,PASCUALINA LA SALTEÑA BALANCE X 400GR,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161931/805306.jpg,Pascualina la Salteña Balance x 400gr
7790070622075,Frescos y Congelados,Pastas Frescas,Tapas para Pascualinas y Empanadas,TAPA EMPANADAS LA SALTEÑA LIBRE GLUTENX 12UN,La Salteña,https://supertopar.vteximg.com.br/arquivos/ids/161937/805312.jpg,Tapa Empanadas la Salteña Libre Gluten x 12un
7790070760470,Bebidas,Vinos yEspumantes,Vinos Blancos,VINO AIME BLANCO DULCE NATURAL X 750CC,Aime,https://supertopar.vteximg.com.br/arquivos/ids/164310/325366.jpg,Vino Aime Blanco Dulce Natural x 750cc
7790070760487,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO AIME RED BLEND X 750CC,Aime,https://supertopar.vteximg.com.br/arquivos/ids/164777/325368.jpg,Vino Aime Red Blend x 750cc
7790070760500,Bebidas,Vinos yEspumantes,Vinos Tintos,VINO AIME MALBEC X 750CC,Aime,https://supertopar.vteximg.com.br/arquivos/ids/164793/326088.jpg,Vino Aime Malbec x 750cc
7790070760586,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO BENJAMIN NIETO SYRAH X 750CC,Benjamin Nieto,https://supertopar.vteximg.com.br/arquivos/ids/164759/323304.jpg,Vino Benjamin Nieto Syrah x 750cc
7790070760593,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO BENJAMIN NIETO TEMPRANILLO X 750CC,Benjamin Nieto,https://supertopar.vteximg.com.br/arquivos/ids/164760/323305.jpg,Vino Benjamin Nieto Tempranillo x 750cc
7790070760678,Bebidas,Vinos y Espumantes,Vinos Blancos,VINO BENJAMIN NIETO TORRONTES X 750CC,Benjamin Nieto,https://supertopar.vteximg.com.br/arquivos/ids/164763/324142.jpg,Vino Benjamin Nieto Torrontes x 750cc
7790070760685,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO FRANC MALBEC X 750CC,Fran,https://supertopar.vteximg.com.br/arquivos/ids/164785/325422.jpg,Vino Franc Malbec x 750cc
7790070760692,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO FRANC CABERNET SAUVIGNONX 750CC,Fran,https://supertopar.vteximg.com.br/arquivos/ids/164784/325421.jpg,Vino Franc Cabernet Sauvignon x 750cc
7790070760715,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO FRANC BLEND X 750CC,Fran,https://supertopar.vteximg.com.br/arquivos/ids/164783/325420.jpg,Vino Franc Blend x 750cc
7790070760777,Bebidas,Vinos y Espumantes,Vinos Blancos,VINO EMILIA DULCE NATURAL X750CC,Emilia,https://supertopar.vteximg.com.br/arquivos/ids/164794/326091.jpg,Vino Emilia Dulce Natural x 750cc
7790070760791,Bebidas,Vinos y Espumantes,Vinos Blancos,VINO EMILIA SAUVIGNON BLANC X 750CC,Emilia,https://supertopar.vteximg.com.br/arquivos/ids/164795/326101.jpg,Vino Emilia Sauvignon Blanc x 750cc
7790070760937,Bebidas,Vinos y Espumantes,Vinos Tintos,VINO DON NICANOR CABERNET SAUVIGNON X 750CC,Don Nicanor,https://supertopar.vteximg.com.br/arquivos/ids/164782/325418.jpg,Vino Don Nicanor Cabernet Sauvignon x 750cc
7790070761002,Bebidas,Vinos y Espumantes,Vinos Espumantes y Champagne,CHAMPAGNE EMILIA BRUT ROSE X 750CC,Emilia,https://supertopar.vteximg.com.br/arquivos/ids/163820/309344.jpg,Champagne Emilia Brut Rose x 750cc
7790070761019,Bebidas,Vinos y Espumantes,Vinos Espumantes y Champagne,CHAMPAGNE EMILIA ESPUMANTE DULCE X 750CC,Emilia,https://supertopar.vteximg.com.br/arquivos/ids/163821/309345.jpg,Champagne Emilia EspumanteDulce x 750cc
7790070761026,Bebidas,Vinos y Espumantes,Vinos Espumantesy Champagne,CHAMPAGNE NIETO SENETINER BRUT NATURE X 750CC,Nieto Senetiner,https://supertopar.vteximg.com.br/arquivos/ids/163963/309335.jpg,Champagne Nieto Senetiner Brut Nature x 750cc
7790071010123,Alimentos,Galletas y Tostadas,Tostadas y Grisines,GRISIN RIERA LIBRES CLASICAS X 160GR,Riera,https://supertopar.vteximg.com.br/arquivos/ids/161529/176151.jpg,Grisin Riera Libres Clasicas x 160gr
7790071010215,Alimentos,Galletas y Tostadas,Tostadas y Grisines,GRISIN RIERA LIBRES INTEGRALES X 160GR,Riera,https://supertopar.vteximg.com.br/arquivos/ids/161530/176152.jpg,Grisin Riera Libres Integrales x 160gr
7790071010512,Alimentos,Galletas y Tostadas,Tostadas y Grisines,GRISIN RIERA LIBRES SESAMO X 160GR,Riera,https://supertopar.vteximg.com.br/arquivos/ids/161531/176153.jpg,Grisin Riera Libres Sesamo x 160gr
